"labels(n),""valid_until"",""country_codes"",""countries"",""node_id"",""sourceID"",""address"",""name"",""jurisdiction_description"",""service_provider"",""jurisdiction"",""closed_date"",""incorporation_date"",""ibcRUC"",""type"",""status"",""company_type"",""note"""
"[""Entity""],""The Bahamas Leaks data is current through early 2016."","""","""",""20003127"",""Bahamas Leaks"","""",""DALMA CORPORATION LIMITED"",""Bahamas"","""",""BAH"","""",""30-NOV-1990"",""3127B"","""","""","""","""""
